Paper_Number,Type_of_salmon,Category,ESB,ESP,Hatchery_fish,Sentence_about_service,Service_in_my_words,Type_of_interaction,CICES_section1,CICES_division1,CICES_group1,CICES_class1,CICES_code1,CICES_section2,CICES_division2,CICES_group2,CICES_class2,CICES_code2,CICES_section3,CICES_division3,CICES_group3,CICES_class3,CICES_code3,EE_domain1,EE_code1,EE_domain2,EE_code2,EE_domain3,EE_code3
96,Sockeye,socio,"commercial, recreational, and subsistence fisheries",sockeye salmon,No,"""The Cooper Landing study streams are within the Kenai River basin, the Kenai Peninsula’s largest watershed, which supports substantial commercial, subsistence, and sport fisheries. "" (3)","fisheries (profit, culture, nutrition)",Direct,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Physical and experiential interactions with natural environment,"Characteristics of living systems that that enable activities promoting health, recuperation or enjoyment through active or immersive interactions",3.1.1.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA
96,Not specified,eco,macros and Dolly Varden,salmon MDN,No,""" Predictions based on these models showed that generalist macroinvertebrates and Dolly Varden incorporated more MDN as spawner density increased. The evidence was particularly strong for Dolly Varden, where three independent biochemical metrics indicated assimilation of marine nitrogen, sulfur, and fatty acids"" (12-13)",nutrient provision,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"sockeye, chinook, coho, pink, chum",eco,Dolly Varden,salmon eggs,No,""". Dolly Varden x3:x6 exceeded the maximum observed in salmon flesh (i.e., 7.3; R. A. Heintz, unpublished data), suggesting that salmon eggs (with x3:x6 of 12.1–13.9; R. A. Heintz, unpublished data) were an important dietary component (Denton et al. 2009, 2010, Jaecks 2010)."" (13)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,Not specified,eco,"Dolly Varden, juvenile coho",salmon MDN,No," ""An independent data set for Dolly Varden and juvenile coho salmon collected in Kenai Peninsula salmon streams showed MDN presence and associated nutritional benefits to persist through winter and into the following spring (Rinella et al. 2012)."" (14)",nutrient provision,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Not specified,eco,female bears,salmon fat and protein,No,"""The fat and protein from salmon come at a critical time for bears before hibernation; pre-denning fat stores are positively correlated with the reproductive success of females the following year (Hilderbrand et al., 2000; Belant et al., 2006)."" (2)","nutrient and energy provision, nursery","Direct, indirect",Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions","Lifecycle maintenance, habitat and gene pool protection",Maintaining nursery populations and habitats (Including gene pool protection),2.2.2.3,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA
97,Not specified,eco,male grizzly bears,salmon,No,"""Among male grizzly bears, and regardless of year and salmon availability, most bears assimilated >80% of their yearly protein from salmon (Fig. 1C)."" (6)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Not specified,eco,male black bears,salmon,No,"""Among male black bears, salmon consumption was more variable, and all bears assimilated <70% of their yearly protein from salmon."" (6)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Not specified,eco,grizzly bears,salmon,No,""" Our model selection approach showed that the amount of salmon that grizzly bears consumed—a direct measure of a bear’s nutritional context—better predicts cortisol than salmon availability and watershed productivity, which would affect the number of bears present and the type of intra-specific interactions. These findings support our nutritional hypothesis and are consistent with studies attributing elevated cortisol to nutritional stress in other species (Hellgren et al., 1993; Kitaysky et al., 2007; Behie et al., 2010; Ayres et al., 2012)."" (8-10) ",nutrition,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Not specified,eco,black bears,salmon,No,"""In contrast to grizzly bears, cortisol in black bears was more strongly predicted by salmon availability than salmon consumption; cortisol was lower when more salmon were available. These findings indicate that cortisol in black bears is influenced more strongly by the social environment mediated by yearly trends in salmon abundance than by the nutritional context alone"" (10)",social/cultural,Indirect,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Not specified,eco,FW and terrestrial communities,Pacific salmon,No,"""These fish import large quantities of marine-derived material into freshwater and terrestrial communities"" (2)",nutrient provision,"Direct, indirect",Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Not specified,eco,watersheds,carcasses via carnivores and water movement,No,"""Their carcasses are spread throughoutwatersheds by water movement and carnivores, releasing high concentrations of nitrogen in addition to other nutrients such as carbon and phosphorous. "" (2)",nutrient provision,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Pink and chum,eco,Dungeness crab,adult salmon/carcasses,No," ""In contrast to watershed size and red alder, upstream adult salmon density had a strong enrichment effect on Dungeness crab d15N. This confirms our observation that crabs feed on salmon carcasses and our prediction that the density of salmon upstream can mediate this effect."" (14)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Pink and chum,eco,estuaries,salmon MDN,No,"""Our work suggests estuaries can also benefit directly from these annual nutrient pulses in the Northern Pacific"" (15)",nutrient provision,Indirect,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Not specified,socio,"First Nations, commercial, recreational fisheries",salmon in estuaries,No," "" Lastly, estuaries support rich ecosystems that host traditional resources utilized by Coastal First Nations and support commercial and recreational fisheries. Therefore, conservation efforts should prioritize areas where industrial land-use activities are being considered upstream of estuaries that are of particular food, social and ceremonial importance to First Nations, support abundant food resources or possess other high conservation values."" (16)","profit, rec. culture, heritage; food, social, ceremonial",Direct,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Physical and experiential interactions with natural environment,"Characteristics of living systems that that enable activities promoting health, recuperation or enjoyment through active or immersive interactions",3.1.1.1,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Intellectual and representative interactions with natural environment,Characteristics of living systems that are resonant in terms of culture or heritage,3.1.2.3,Livelihood,Food,Social,"Gatherings, Ceremonies",Social,Cohesion
99,Not specified,eco,terrestrial ecosystems,carcasses via bears,No,"""Bears in particular are known to transport large quantities of nutrient rich salmon carcasses into terrestrial ecosystems (Cederholm et al. 1989, Gende and Quinn 2004, Quinn et al. 2009) and to redistribute salmon derived nutrients through metabolic wastes (Hilderbrand et al. 1999). "" (106)",nutrient provision,"Direct, indirect",Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Not specified,eco,coastal rainforests,carcasses,No,"""Soil nutrients have been found to increase markedly in the immediate vicinity of decaying salmon carcasses in coastal rainforests (Holtgrieve et al. 2009) and remain elevated for at least 154 days (Drake et al. 2005, Gende et al. 2007)."" (106)",decomposition,Direct,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Regulation of soil quality,Decomposition and fixing processes and their effect on soil quality,2.2.4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Not specified,eco,riparian forests,carcasses,No,""". The decomposition of salmon carcasses and the subsequent release of nutrients in a coastal riparian forest have also been documented (Drake et al. 2005). "" (106)",decomposition,Direct,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Regulation of soil quality,Decomposition and fixing processes and their effect on soil quality,2.2.4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Not specified,eco,FW streams + lakes,spawning salmon,No," ""The annual influx of spawning salmon (Oncorhynchus spp.) along the temperate coasts of the northern Pacific Ocean constitutes a substantial contribution of marine-derived nutrients to nutrientpoor freshwater streams and lakes [10–11]."" (1)",nutrient provision,"Direct, indirect",Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Pink,eco,adult coho,spawning salmon,No," ""Analysis of 8 years of data indicated a positive relationship between the abundance of spawning pink salmon and subsequent spawning adult coho abundance two years later [17]."" (1)",Abundance (energy),Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Not specified,eco,"stream-resident juvenile salmonids, esp. coho",spawning adults and eggs,No,"""We do know that streamrearing juvenile salmonids directly consume spawning adult tissue and eggs [18,20], and they preferentially switch to these resources when they are available [21].... Studies have shown increased spawning salmon resource availability is linked to improved condition and growth in juvenile salmonids ([21] Scheuerell et al. 2007), and coho in particular [18,31–32]."" (1-2)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,pink,eco,juvenile coho,spawning salmon,No," ""We found that streams containing higher densities of spawning pink salmon had more juvenile coho salmon."" (6)",Abundance (energy),Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,chum,eco,juvenile coho,spawning salmon,No," ""Juvenile coho were also more abundant in streams that had more spawning chum salmon, though this was true only in the summer period prior to the arrival of spawning adult chum"" (6)",Abundance (energy),Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Not specified,eco,stream biofilm,spawning salmon,No," ""Indeed, at the streams in this study, other research has found spawning salmon biomass to be the best predictor of summer biofilm and chlorophyll a, and salmon derived nitrogen in biofilm to be 2–36 higher in sites below barriers to pink and chum compared to above [30]."" (6)",nutrient provision,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Not specified,eco,aquatic invertebrates,spawning salmon,No," ""Furthermore, at these same streams, spawning salmon biomass was an important predictor of salmon-derived nitrogen and carbon in aquatic invertebrates [62]"" (6)",nutrient and energy provision,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Coho,eco,juvenile coho,salmon carcasses,No,"""Bilby et al. [18] showed an increase in the density of juvenile coho following the addition of adult coho carcasses to two natural streams"" (6)",Abundance (energy),Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Not specified,eco,juvenile coho,spawning salmon via hyporheic flow,No,"""Lang et al. [31] found a general pattern of greater coho density in ponds connected to spawning habitat by hyporheic flow, which is consistent with our findings"" (6)",Abundance (energy),Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,Not specified,eco,stream ecosystems,Pacific salmon,No,""" In stream ecosystems, Pacific salmon deliver subsidies of marine-derived nutrients and disturb the stream bed during spawning."" (1437)",nutrient provision,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,Not specified,eco,"primary producers, streams",spawning salmon,No," ""In stream ecosystems, spawning Pacific salmon both deliver subsidies of marine-derived nutrients and disturb the stream bed during spawning (Gende et al., 2002; Moore, Schindler & Scheuerell, 2004). The net effect of this resource subsidy and physical disturbance on primary producers at the base of stream food webs is mixed, with empirical studies showing both increases and decreases in periphyton biomass and production (Janetski et al., 2009; Verspoor, Braun & Reynolds, 2010)."" (1437) ",nutrient provision,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,Chinook,eco,stream chem,spawning salmon,No,"""The contribution of dissolved nitrogen [Nsalmon] and phosphorus [SRPsalmon] in the water column from live salmon spawners (in mg L1) is calculated as: ½Nsalmon ¼ BsalmonNexcret Q86 400 ½  SRPsalmon ¼ BsalmonSRPexcret Q86 400 ð10Þ where Bsalmon is the total biomass of salmon in the spawning reach, Nexcret and SRPexcret are mass-specific daily nutrient excretion rates (mg g1 day1) and Q is discharge (L s1), which is multiplied by the number of seconds in a day, to calculate the total volume of water moving through the spawning segment per day."" (1441)",nutrient provision,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,Chinook,eco,stream chem,salmon carcass,No," "" After mortality, the contribution of nutrients from carcasses is determined by replacing live salmon biomass and nutrient excretion rates, with carcass biomass (Bcarcass) and associated nutrient leaching rates (Nleach, SRPleach)."" (1441)",Nutrient provision,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,Chinook,eco,periphyton,spawning salmon,No,"""At low background concentrations of nutrients, salmon initially increased periphyton biomass above background conditions (no spawners; Fig. 5a–c). After spawning began, however, the response depended on the proportion of the habitat suitable for spawning. When 10% of the habitat was suitable (Fig. 5a), periphyton biomass generally remained above background throughout the simulation."" (1444)",energy provision,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,Not specified,eco,FW streams,adult salmon,No,"""In the north Pacific, adult salmon (Oncorhynchus spp.) transport marine-derived nutrients back to freshwater streams and can also significantly disrupt the substratum during spawning events."" (1361)",nutrient provision,"Direct, indirect",Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,Not specified,eco,biofilm,"live salmon, carcasses",No,"""Some experimental studies with live salmon, salmon carcasses or analogues of carcasses have shown a positive effect on biofilm chlorophyll a (chl a; a measure of algal abundance) and ash-free dry mass (AFDM; a measure of total organic matter) in natural streambeds and experimental channels (Lamberti & Steinman, 1997; Wipfli et al., 1999; Chaloner et al., 2004; Johnston et al., 2004; Merritt et al., 2008; Ruegg € et al., 2012)."" (1362)",energy provision,Indirect,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"Pink, chum",socio,"researchers, including First Nation researchers",live and dead salmon,No,"""Live and dead salmon were counted from stream and bank walks in the autumn by Fisheries and Oceans Canada (DFO), the Heiltsuk First Nation and by field crews from Simon Fraser University."" (1363)","research, indigenous management",Direct,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Intellectual and representative interactions with natural environment,Characteristics of living systems that enable scientific investigation or the creation of traditional ecological knowledge,3.1.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indigenous Management,Indigenous Management Systems,NA,NA,NA,NA
102,"Pink, chum",eco,biofilm,spawning salmon,No,"""As seen in other studies, and consistent with our predictions, biofilm from salmon spawning areas had consistently higher d15N and d13C than sites with no spawning adults, regardless of season (Kline et al., 1990; Bilby, Fransen & Bisson, 1996; Verspoor et al., 2010; Reisinger et al., 2013). This was particularly true in the autumn for d15N."" (1372)",nutrient and energy provision,Indirect,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"Pink, chum",eco,chlorophyll,spawning salmon,No,""" Salmon was a good predictor of chl a but its effect was strongest in the autumn (Figs 5 & 7a). Though the confidence intervals marginally spanned zero in the spring, chl a generally increased with salmon density (effect size = 0.62; Fig. 5) and declined in the autumn with increasing salmon density (effect size = 1.87). "" (1370)",stream chem,Indirect,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"Pink, chum",eco,algae,previous years of spawning salmon,No,"""What is most interesting is that even though disturbance by salmon results in a decrease in biofilm during spawning, salmon-derived nutrients from previous years are linked to an increase in both isotopes and algal biomass in salmon spawning reaches, prior to the arrival of salmon."" (1374)","nutrient and energy provision, stream chem",Indirect,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA
103,Not specified,eco,North Pacific watersheds,spawning salmon,No,""" In watersheds along the North Pacific rim, annual spawning migrations of Pacific salmon (Oncorhynchus spp.) provide a source of marine-derived organic matter potentially more important than leaves (Gende et al. 2002; Schindler et al. 2003)."" (623)",nutrient and energy provision,"Direct, indirect",Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,Not specified,eco,"riparian vegetation, invertebrates, other consumers",salmon MDN,No,"""In terrestrial ecosystems, salmon influence has been measured as incorporation of salmon nutrients into riparian vegetation (e.g., Hocking and Reynolds 2011), colonization of carcasses by invertebrates (e.g., Hocking and Reimchen 2006), and consumption by higher trophic-level consumers (Christie et al. 2008)"" (624)","nutrients, predation","Direct, indirect",Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,Pink,eco,Sphaeroceridae and Calliphoridae,salmon carcasses,No,"""In terrestrial habitats, two necrophagous dipteran families, Sphaeroceridae and Calliphoridae, were the dominant colonizers of salmon tissue in riparian and gravel bar habitats, respectively."" (628-9)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,Pink,eco,"chironomids, stoneflies",salmon carcasses,No,"""While overall number of taxa was similar in the two aquatic habitats, chironomids dominated the tissue fauna at the sediment surface while the stonefly genus Sweltsa dominated on buried tissue."" (629)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,Not specified,eco,streams,"spawners, eggs, carcasses",No,"""Salmon spawners have been shown to alter dissolved nutrient concentration in streams (Levi et al. 2011), and both N and C have been shown to be taken up isotopically in food webs (Janetski et al. 2009), with potential to create ‘hot moments’, due to the pulsed nature of salmon migrations (cf. McClain et al. 2003), and ‘hotspots’ where eggs are laid and carcasses senesce (cf. McIntyre et al. 2008)."" (630)","stream chem, nutrient provision","Direct, indirect",Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,Not specified,eco,"flies, beetle (Nicrophorus investigator)",carcasses,No,"""The two dominant families of flies in this study and the beetle Nicrophorus investigator have been documented to rely almost exclusively on salmon carcasses during their development (Hocking and Reimchen 2006; Hocking et al. 2006). "" (631)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,Not specified,eco,dipteran arthropods,carcasses,No,"""Arthropod community composition differed between habitats, and salmon additions yielded strong positive changes in arthropod abundance among select families. Four dipteran families responded positively to additions of carcasses to riparian habitats, and effects were generally stronger in vegetated habitats"" (1)",energy provision,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,Not specified,eco,coleopteran Staphylinidae,carcasses,No,""". Of the five predatory arthropod families observed, only the coleopteran, Staphylinidae, increased in response to the salmon carcass subsidy, and only in vegetated habitats."" (1)",energy provision,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,Not specified,eco,"FW habitats, riparian and terrestrial plants, arthropods, mammals, and birds",carcasses,No,"""The carcasses of salmon are a resource subsidy frequently trans-located to a mosaic of patch types. They provide a marine-derived nutrient and food resource not only for the freshwater habitats to which these animals return to spawn, but for many riparian and upland plants, arthropods, mammals, and birds (Quinn and Buck 2000, Helfield and Naiman 2001, Hocking et al. 2009, Quinn et al. 2009)."" (3)",nutrient and energy provision,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
